"
PLS_Infrastructure / נתוני תשתיות פריט 3
Organization Code Parameter: 'PLS', Item Number Parameter: '02%'"

"ORG","Item Number","ENG Description","HEB Description","Status Code","Lifecycle Phase","Make / Buy","Unit Weight","Marketing Package","Pack Qty"
"PLS","02313141","SILO BOOT D.55 SINGLE W/O SHAFT COM","בסיס לסילו ללא ציר 55 ממ בודד קומ.","Inactive","Retirement","Buy","","",0
"PLS","02313150","SILO BOOT D.55 DOUBLE W/ SHAFT COM.","בסיס לסילו עם ציר 55 ממ כפול","Inactive","Retirement","Buy","","",0
"PLS","02313151","SILO BOOT D.55 DOUBLE W/O SHAFT COM","בסיס לסילו ללא ציר 55 ממ כפול קומ.","Inactive","Retirement","Buy","","",0
"PLS","02313170","C.U. D.55 W/GEAR COM.","קופסת בקרה קוטר 55 עם גיר קומ.","Inactive","Retirement","Buy","","",0
"PLS","02313171","C.U. CLAMP DIA.55 (MSA 5462)","חבק ליח. בקרה 55 ממ (MSA 5462)","Inactive","Retirement","Buy","","",0
"PLS","02313172","PIPE FIXTURE DIA.55","מקבע צינור 55 ממ ליח. בקרה","Inactive","Retirement","Buy","","",0
"PLS","02313175","ARBOR SHAFT DIA.55 SET","סט ציר יח. בקרה 55 ממ","Inactive","Retirement","Buy","","",0
"PLS","02313176","ARBOR SHAFT DIA.55","ציר יח. בקרה 55 ממ","Inactive","Retirement","Buy","","",0
"PLS","02313180","C.U. D.55 W/BELT COM.","קופסת בקרה קוטר 55 עם רצועה קומ.","Inactive","Retirement","Buy","","",0
"PLS","02313200","SILO BOOT SHAFT DIA.100 SET","סט ציר בסיס סילו 100 ממ","Inactive","Retirement","Buy","","",0
"PLS","02313208","GRILLED BROILER PAN FEED DROP TUBE - ADAPTED","צינור ירידת תערובת לצלחת פטם - מותאם","Active","Production","Make","","",0
"PLS","02313209","PIPE TO GRILLED PAN FEED SLIDE","מגלשת תערובת מצינור לצלחת עם גריל","Active","Production","Buy","","",0
"PLS","02313210","SILO BOOT SHAFT FLANGE DIA.100","ציר אוגן לבסיס סילו 100 מ""מ","Inactive","Retirement","Buy","","",0
"PLS","02313211","SILO BOOT CLAMP DIA.100 (MSA 99107)","מהדק בסיס הופר100 (MSA99107)","Inactive","Retirement","Buy","","",0
"PLS","02313215","SHAFT DIA.19 (SILO BOOT DIA.100)","ציר קוטר 190(לבסיס סילו קוטר 100)","Inactive","Retirement","Buy","","",0
"PLS","02313216","CONTROL SLEEVE DIA.47.2 X 40 (SILO BOOT DIA.100)","שרוול מתאם קוטר 47.2×40(לבסיס סילו 100)","Inactive","Retirement","Buy","","",0
"PLS","02318001","NOT ACTIVE- CARTON N.03 GENERAL ACESS.735-560-450","NOT ACTIVE-- קרטון חלקים כללי גדול735-560-450","Inactive","Retirement","Buy","","",0
"PLS","02318002","NOT ACTIVE- CARTON N.04 GENERAL ACESS. 565-490-345","NOT ACTIVE-- קרטון חלקים כללי קטן 565-490-345","Inactive","Retirement","Buy","","",0
"PLS","02318003","NOT ACTIVE- CARTON N.07 FEED HOPPER 530-530-775","NOT ACTIVE-- קרטון מזין קו מאביס530-530-775","Inactive","Retirement","Buy","","",0
"PLS","02318004","NOT ACTIVE- CARTON N.08 FEED PANS(24) 810-810-595","NOT ACTIVE-- קרטון צלחות מאביס(24)810-810-595","Inactive","Retirement","Buy","","",0
"PLS","02318005","NOT ACTIVE- CARTON N.09 FEED PANS(36) 1100-805-600","NOT ACTIVE-- קרטון צלחות מאביס(36)1100-805-600","Inactive","Retirement","Buy","","",0
"PLS","02318006","NOT ACTIVE- CARTON N.10 CHAINFEEDER LEGS 460-350-425","NOT ACTIVE-- קרטון רגלי מאביס שרשרת460-350-425","Inactive","Retirement","Buy","","",0
"PLS","02318007","NOT ACTIVE- C. N.11 BOTTLE(BELL DRINKER) 720-720-640","NOT ACTIVE-- קרטון פעמונים לשוקת720-720-640","Inactive","Retirement","Buy","","",0
"PLS","02318008","NOT ACTIVE- CARTON N.12 BELL DRINKER 720-720-755","NOT ACTIVE-- קרטון שקתות720-720-755","Inactive","Retirement","Buy","","",0
"PLS","02318009","NOT ACTIVE- CARTON N.13 TROUGH COUPLER 600-475-290","NOT ACTIVE-- קרטון חיבורי קו מאביס שרשרת600-475-290","Inactive","Retirement","Buy","","",0
"PLS","02318010","NOT ACTIVE- CARTON No.14 C.U. (FA) 470-325-185","NOT ACTIVE-- קרטון קופסת בקרה  75/90,  470-325-185","Inactive","Retirement","Buy","","",0
"PLS","02318011","NOT ACTIVE- CARTON No.15 C.U. (LINE)460-350-250","NOT ACTIVE-- קרטון קופסת בקרה  45, 460-350-250","Inactive","Retirement","Buy","","",0
"PLS","02318012","NOT ACTIVE- CARTON N.16 HOPPER BOOT 325-255-205","NOT ACTIVE-- קרטון בסיס למזין קו325-255-205","Inactive","Retirement","Buy","","",0
"PLS","02318013","NOT ACTIVE- CARTON N.17 INTERMEDIATE PAN 360-330-335","NOT ACTIVE-- קרטון צלחת פיקוד אמצע קו360-330-335","Inactive","Retirement","Buy","","",0
"PLS","02318014","NOT ACTIVE- CARTON N.18 SILO BOOT 475-465-400","NOT ACTIVE-- קרטון בסיס לסילו 475-465-400","Inactive","Retirement","Buy","","",0
"PLS","02318015","NOT ACTIVE- CARTON N.20 GENERAL ACESS. 345-240-2""35","NOT ACTIVE-- קרטון חלקים כללי20 345-240-235","Inactive","Retirement","Buy","","",0
"PLS","02318016","NOT ACTIVE- CARTON N.21 GENERAL ACESS. 245-145-170","NOT ACTIVE-- קרטון חלקים כללי21 245-145-170","Inactive","Retirement","Buy","","",0
"PLS","02318017","NOT ACTIVE- CARTON N.22 GENERAL ACESS.480-300-340","NOT ACTIVE-- קרטון חלקים כללי22 480-300-340","Inactive","Retirement","Buy","","",0
"PLS","02318018","NOT ACTIVE- CARTON N.23 GENERAL ACESS.565-500-260","NOT ACTIVE-- קרטון חלקים כללי23 565-500-260","Inactive","Retirement","Buy","","",0
"PLS","02318019","NOT ACTIVE- CARTON N.24 FEEDER PAN(14) 1130-615-350","NOT ACTIVE-- קרטון צלחות מאביס(14)1130-615-350","Inactive","Retirement","Buy","","",0
"PLS","02320001","CABLE CLAMP 1/8""","מהדק כבל 1/8""","Active","Production","Buy",0.015,"HVM",1000
"PLS","02320002","STEEL CABLE 3/16""","כבל פלדה ""3/16","Active","Production","Buy",0.08,"MAS",500
"PLS","02320003","STEEL CABLE 3/32"" (2.4MM)","כבל פלדה ""3/32 (2.4מ""מ)","Active","Production","Buy",0.028,"MAS",1000
"PLS","02320004","SCREW M10×35","בורג 10ממ×35","Active","Production","Buy","","",0
"PLS","02320005","SCREW BAR M8X300","מוט הברגה M8×300","Inactive","Retirement","Buy","","",0
"PLS","02320007","ALUMINUM SLEEVE CLAMP 1/8""","מהדק כבל שרוול ""1/8","Active","Production","Buy","","",0
"PLS","02320008","ALUMINUM SLEEVE CLAMP 3/16""","מהדק כבל שרוול ""3/16","Active","Production","Buy","","",0
"PLS","02320010","ELECTRIC CABLE 4 X 1.5MM","כבל חשמל 4X1.5MM גמיש","Active","Production","Buy",0.114,"MAS",800
"PLS","02320011","NOT ACTIVE- PRE INSULATED STAKON 1.5 DIA. 8MM","NOT ACTIVE-- נעל כבל טבעת 1.5 קוטר 8 מ""מ","Inactive","Retirement","Buy","","",0
"PLS","02320012","FLAT WASHER M4 STAINLESS","שייבה נירוסטה 4 מ""מ","Active","Production","Buy","","",0
"PLS","02320014","NUT M10","אום 10 מ""מ","Active","Production","Buy",0.01,"MAS",3000
"PLS","02320015","NOT ACTIVE- NUT 3/8""","NOT ACTIVE-- אום ""3/8","Inactive","Retirement","Buy",0.006,"MAS",0
"PLS","02320016","SOCKET HEAD CAP SCREW M6X20","בורג אלן 20X6M","Active","Production","Buy","","",0
"PLS","02320017","NUT M6","אום 6 מ""מ","Active","Production","Buy","","",0
"PLS","02320018","SPRING WASHER 6MM","שייבה קפיצית 6 מ""מ","Active","Production","Buy","","",0
"PLS","02320019","HEXAGONAL SCREW M6X20","בורג משושה 6ממ×20","Inactive","Retirement","Buy","","",0
"PLS","02320020","HEXAGONAL HEAD SCREW TOTAL THREAD 1/4""X3/4"" ZINC.","HEXAGONAL HEAD SCREW TOTAL THREAD 1/4""X3/4"" ZINC.","Active","Production","Buy","","",0
"PLS","02320021","NOT ACTIVE- SCREW  3/8""X1""","NOT ACTIVE-- בורג  ""3/8-""1","Inactive","Retirement","Buy","","",0
"PLS","02320022","NOT ACTIVE- PL TYPE WINCH HARDWARE KIT(METRIC) 11X90 MM","NOT ACTIVE-- קיט לכננת (מטרי)11X90 ממ","Inactive","Retirement","Buy","","",0
"PLS","02320023","NUT M5","אום 5 מ""מ","Active","Production","Buy","","",0
"PLS","02320024","SPRING WASHER 5MM","שייבה קפיצית 5 מ""מ","Active","Production","Buy",0.0003,"HVM",0
"PLS","02320025","WASHER M5","שייבה 5 ממ","Active","Production","Buy","","",0
"PLS","02320026","SLOTTED SCREW M5-10","בורג מחורץ 5-10","Active","Production","Buy","","",0
"PLS","02320027","SLOTTED SCREW M3-15","בורג מחורץ 3-15","Active","Production","Buy","","",0
"PLS","02320028","ALUMINUM RIVET 4.8-16","ניט אלומניום 4.8-16","Inactive","Retirement","Buy","","",0
"PLS","02320029","ALUMINUN RIVET 6,4 X 22MM","ניט אלומניום 6.4×22 ממ","Active","Production","Buy","","",0
"PLS","02320031","CARRIAGE BOLT 1/4"" X 2.1/4""","בורג מוליך ""1/4×""2.1/4","Inactive","Retirement","Buy","","",0
"PLS","02320032","FLANGE GRIP NUT 1/4""","אום עם תפש ""1/4","Inactive","Retirement","Buy","","",0
"PLS","02320036","BOLT HEXAGONAL HEAD 1/4"" X 1.1/4""           ","בורג משושה  ""1/4-""1/4","Active","Production","Buy","","",0
"PLS","02320037","HEXAGONAL BOLT M10 X 150MM ","בורג משושה M10 אורך 150 מ""מ","Active","Production","Buy","","",0
"PLS","02320038","WASHER M10  ","שייבה M10","Active","Production","Buy","","",0
"PLS","02320039","HEXAGONAL BOLT M6 X 150MM","בורג משושה M6 אורך 150 מ""מ","Active","Production","Buy","","",0
"PLS","02320040","WIDE WASHER M6","שייבה רחבה M6","Active","Production","Buy","","",0
"PLS","02320041","TOOTHED WASHER M6","שייבה עם שיניים 6 ממ","Active","Production","Buy","","",0
"PLS","02320042","TOOTHED WASHER M8","שייבה עם שיניים 8 ממ","Active","Production","Buy","","",0
"PLS","02320064","STEEL GALVANIZED CABLE 3/16"" TYPE 7X19 METAL CORE","כבל פלדה מגלוון ""3/16 מבנה 7x19 ליבת פלדה","Active","Production","Buy","","",0
"PLS","02321010","DIVIDED SILO BOOT BODY SET","סט גוף בסיס סילו חצוי","Inactive","Retirement","Buy","","",0
"PLS","02321011","DIVIDED SILO BOOT COLAR","צוואר בסיס סילו חצוי","Inactive","Retirement","Buy","","",0
"PLS","02321012","DIVIDED SILO BOOT SIDE PANEL","פנל קדמי בסיס סילו חצוי","Inactive","Retirement","Buy","","",0
"PLS","02321013","DIVIDED SILO BOOT FRONT PANEL","פנל צד בסיס סילו חצוי","Inactive","Retirement","Buy","","",0
"PLS","02321014","METAL BOOT  ADAPTRATION","מתאם לבסיס מתכת","Inactive","Retirement","Buy","","",0
"PLS","02321015","SCREW M6X12","בורג משושה 6X12 ממ","Inactive","Retirement","Buy","","",0
"PLS","02321020","SILO BOOT SHAFT DIA.55 SET","סט ציר בסיס סילו 55 ממ","Inactive","Retirement","Buy","","",0
"PLS","02321021","SILO BOOT SHAFT DIA.55","ציר לבסיס סילו 55 ממ","Inactive","Retirement","Buy","","",0
"PLS","02321022","BEARING HOUSE DIA.55","בית מיסב 55 ממ","Inactive","Retirement","Buy","","",0
"PLS","02321023","PIPE CLAMP DIA.55 (UAB57)","חבק  צינור 55 ממ","Inactive","Retirement","Buy","","",0
"PLS","02321030","METAL BOOT D.55 SINGLE W/ SHAFT SET","סט בסיס מתכת לסילו עם ציר 55 ממ בודד","Inactive","Retirement","Buy","","",0
"PLS","02321032","METAL BOOT D.55 DOUBLE W/ SHAFT SET","סט בסיס מתכת לסילו עם ציר 55 ממ כפול","Inactive","Retirement","Buy","","",0
"PLS","02321033","BOOT DIA.55 SINGLE","בסיס לסילו 55 ממ יציאה בודדת","Inactive","Retirement","Buy","","",0
"PLS","02321034","SILO BOOT CLAMP. DIA.55 (MSA 6169)","חבק לבסיס סילו 55 ממ (MSA 6169)","Inactive","Retirement","Buy","","",0
"PLS","02321035","METAL BOOT D.55 SINGLE WITHOUT SHAFT SET","סט בסיס מתכת לסילו ללא ציר 55 ממ בודד","Inactive","Retirement","Buy","","",0
"PLS","02321036","METAL BOOT D.55 DOUBLE WITHOUT SHAFT SET","סט בסיס מתכת לסילו ללא ציר 55 ממ כפול","Inactive","Retirement","Buy","","",0
"PLS","02321038","BOOT DIA.55 DOUBLE","בסיס לסילו 55 ממ יציאה כפולה","Inactive","Retirement","Buy","","",0
"PLS","02321039","FEEDER CONE DISMANTLING TOOL","כלי לפירוק קונוס מאביס","Active","Production","Make",0.28,"MAS",100
"PLS","02321040","METAL BOOT D.75 SINGLE W/ SHAFT SET","סט בסיס מתכת לסילו עם ציר 75 ממ בודד","Inactive","Retirement","Buy","","",0
"PLS","02321041","BODY FOR PULLETS CONE DISMANTLING TOOL","גוף הכלי לפרוק קונוס פרגיות","Active","Production","Buy","","",0
"PLS","02321042","METAL BOOT D.75 DOUBLE W/ SHAFT SET","סט בסיס מתכת לסילו עם ציר 75 ממ כפול","Inactive","Retirement","Buy","","",0
"PLS","02321043","BODY FEEDER CONE DISMANTLING TOOL","גוף כלי לפירוק קונוס מאביס","Active","Production","Buy","","",0
"PLS","02321044","HANDLE FOR FEEDER CONE DISMANTLING TOOL","ידית כלי לפירוק קונוס מאביס","Active","Production","Buy","","",0
"PLS","02321045","METAL BOOT D.75 SINGLE WITHOUT SHAFT SET","סט בסיס מתכת לסילו ללא ציר 75 ממ בודד","Inactive","Retirement","Buy","","",0
"PLS","02321046","METAL BOOT D.75 DOUBLE WITHOUT SHAFT SET","סט בסיס מתכת לסילו ללא ציר 75 ממ כפול","Active","Production","Buy","","",0
"PLS","02321047","PULLETS FEEDER CONE DISMANTLING TOOL","כלי לפירוק קונוס מאביס פרגיות","Active","Production","Make","","",0
"PLS","02321050","METAL BOOT D.90 SINGLE W/ SHAFT SET","סט בסיס מתכת לסילו עם ציר 90 ממ בודד","Inactive","Retirement","Buy","","",0
"PLS","02321051","LOW CONE FOR CONTROL/ INTERMEDIATE PAN (ISR)","קונוס נמוך לצלחת פיקוד/ ביניים (ישראל)","Active","Production","Buy","","",0
"PLS","02321052","METAL BOOT D.90 DOUBLE W/ SHAFT SET","סט בסיס מתכת לסילו עם ציר 90 ממ כפול","Inactive","Retirement","Buy","","",0
"PLS","02321055","METAL BOOT D.90 SINGLE WITHOUT SHAFT SET","סט בסיס מתכת לסילו ללא ציר 90 ממ בודד","Active","Production","Buy","","",0
"PLS","02321056","METAL BOOT D.90 DOUBLE WITHOUT SHAFT SET","סט בסיס מתכת לסילו ללא ציר 90 ממ כפול","Active","Production","Buy","","",0
"PLS","02321062","DIVIDED SILO BOOT D.55 2 LINES W/ SHAFT","בסיס סילו חצוי 55 ממ 2 קוים עם ציר","Inactive","Retirement","Buy","","",0
"PLS","02321063","DIVIDED SILO BOOT D.55 3 LINES W/ SHAFT","בסיס סילו חצוי 55 ממ 3 קוים עם ציר","Inactive","Retirement","Buy","","",0
"PLS","02321064","DIVIDED SILO BOOT D.55 4 LINES W/ SHAFT","בסיס סילו חצוי 55 ממ 4 קוים עם ציר","Inactive","Retirement","Buy","","",0
"PLS","02321066","DIVIDED SILO BOOT D.55 2 LINES WITHOUT SHAF","בסיס סילו חצוי 55 ממ 2 קוים ללא ציר","Inactive","Retirement","Buy","","",0
"PLS","02321067","DIVIDED SILO BOOT D.55 3 LINES WITHOUT SHAF","בסיס סילו חצוי 55 ממ 3 קוים ללא ציר","Inactive","Retirement","Buy","","",0
"PLS","02321068","DIVIDED SILO BOOT D.55 4 LINES WITHOUT SHAF","בסיס סילו חצוי 55 ממ 4 קוים ללא ציר","Inactive","Retirement","Buy","","",0
"PLS","02321072","DIVIDED SILO BOOT D.75 2 LINES W/ SHAFT","בסיס סילו חצוי 75 ממ 2 קוים עם ציר","Inactive","Retirement","Buy","","",0
"PLS","02321073","DIVIDED SILO BOOT D.75 3 LINES W/ SHAFT","בסיס סילו חצוי 75 ממ 3 קוים עם ציר","Inactive","Retirement","Buy","","",0
"PLS","02321074","DIVIDED SILO BOOT D.75 4 LINES W/ SHAFT","בסיס סילו חצוי 75 ממ 4 קוים עם ציר","Inactive","Retirement","Buy","","",0
"PLS","02321075","PCP2 MICROSWITCH AND SENSOR JUNCTION BOX SET","PCP2 קופסת חיבורים למיקרוסוויץ' וגשש","Active","Production","Make","","",0
"PLS","02321076","DIVIDED SILO BOOT D.75 2 LINES WITHOUT SHAF","בסיס סילו חצוי 75 ממ 2 קוים ללא ציר","Inactive","Retirement","Buy","","",0
"PLS","02321077","DIVIDED SILO BOOT D.75 3 LINES WITHOUT SHAF","בסיס סילו חצוי 75 ממ 3 קוים ללא ציר","Inactive","Retirement","Buy","","",0
"PLS","02321078","DIVIDED SILO BOOT D.75 4 LINES WITHOUT SHAF","בסיס סילו חצוי 75 ממ 4 קוים ללא ציר","Inactive","Retirement","Buy","","",0
"PLS","02321082","DIVIDED SILO BOOT D.90 2 LINES W/ SHAFT","בסיס סילו חצוי 90 ממ 2 קוים עם ציר","Inactive","Retirement","Buy","","",0
"PLS","02321083","DIVIDED SILO BOOT D.90 3 LINES W/ SHAFT","בסיס סילו חצוי 90 ממ 3 קוים עם ציר","Inactive","Retirement","Buy","","",0
"PLS","02321084","DIVIDED SILO BOOT D.90 4 LINES W/ SHAFT","בסיס סילו חצוי 90 ממ 4 קוים עם ציר","Inactive","Retirement","Buy","","",0
"PLS","02321086","DIVIDED SILO BOOT D.90 2 LINES WITHOUT SHAF","בסיס סילו חצוי 90 ממ 2 קוים ללא ציר","Inactive","Retirement","Buy","","",0
"PLS","02321087","DIVIDED SILO BOOT D.90 3 LINES WITHOUT SHAF","בסיס סילו חצוי 90 ממ 3 קוים ללא ציר","Inactive","Retirement","Buy","","",0
"PLS","02321088","DIVIDED SILO BOOT D.90 4 LINES WITHOUT SHAF","בסיס סילו חצוי 90 ממ 4 קוים ללא ציר","Inactive","Retirement","Buy","","",0
"PLS","02321100","EXTENSION UNIT D.90 BODY SET","סט גוף מאריך קו מילוי 90 ממ","Active","Production","Buy","","",0
"PLS","02321101","EXTENSION UNIT D.90 FEED DROP SET","סט ירידה מאריך קו מזין 90 ממ","Inactive","Retirement","Buy","","",0
"PLS","02321102","FRONT PANEL (EXTENSION UNIT W/ DROP)","פנל קדמי למאריך קו מזין עם ירידה","Inactive","Retirement","Buy","","",0
"PLS","02321103","BACK PANEL (EXTENSION UNIT  W/ DROP)","פנל אחורי למאריך קו מזין עם ירידה","Inactive","Retirement","Buy","","",0
"PLS","02321104","EXTENSION UNIT BOOT ADAPTOR","מתאם לבסיס מאריך קו מזין","Inactive","Retirement","Buy","","",0
"PLS","02321105","EXTENSION UNIT COVER","מכסה למאריך קו מזין","Inactive","Retirement","Buy","","",0
"PLS","02321106","EXTENSION UNIT HOLDER SWITCH","תפס מפסק למאריך קו מזין","Inactive","Retirement","Buy","","",0
"PLS","02321107","PVC ECCENTRIC ADAPTOR  100X50","מתאם אקסצנטרי 100 X50 PVC","Inactive","Retirement","Buy","","",0
"PLS","02321108","EXTENSION UNIT FLANGE D.90","אוגן מאריך קו מזין 90 ממ","Inactive","Retirement","Buy","","",0
"PLS","02321109","GEAR EXTENSION UNIT D.90 BODY SET","סט גיר מאריך קו מזין 90 ממ","Inactive","Retirement","Buy","","",0
"PLS","02321110","EXTENSION UNIT DIA.90 W/ DROP. COM","מאריך קו מזין 90 ממ  עם ירידה קומ.","Inactive","Retirement","Buy",24.6,"",0
"PLS","02321111","EXTENSION UNIT DIA.90 COM","מאריך קו מזין 90 ממ  ללא ירידה קומ.","Inactive","Retirement","Buy",21.9,"",0
"PLS","02321112","FRONT PANEL (EXTENSION UNIT W/O DROP)","פנל קדמי למאריך קו מזין ללא ירידה","Inactive","Retirement","Buy","","",0
"PLS","02321113","BACK PANEL (EXTENSION UNIT  W/O DROP)","פנל אחורי למאריך קו מזין ללא ירידה","Inactive","Retirement","Buy","","",0
"PLS","02321119","EXTENSION UNIT D.90 CONVERT TO D.55 DOUBLE W/ SHAFT COM","מאריך קו מזין 90 מחליף לבסיס 55 כפול עם ציר קומ.","Inactive","Retirement","Buy","","",0
"PLS","02321120","EXTENSION UNIT DIA.55 W/DROP.COM","מאריך קו מזין 55 ממ עם ירידה קומ'","Inactive","Retirement","Buy",23.95,"",0
"PLS","02321121","EXTENSION UNIT DIA.55 COM","מאריך קו מזין 55 ממ ללא ירידה קומ'","Inactive","Retirement","Buy",21.25,"",0
"PLS","02321123","EXTENSION UNIT D.55 FEED DROP SET","סט ירידה מאריך מילוי 55 ממ","Inactive","Retirement","Buy","","",0
"PLS","02321125","EXTENSION UNIT D.55 BODY SET","סט גוף מאריך קו מילוי 55 ממ","Inactive","Retirement","Buy","","",0
"PLS","02321127","EXTENSION FLANGE D.55","אוגן מאריך קו מזין 55 ממ","Inactive","Retirement","Buy","","",0
"PLS","02321129","GEAR EXTENSION UNIT D.55 BODY SET","סט גיר מאריך מזין 55 ממ","Inactive","Retirement","Buy","","",0
"PLS","02321130","EXTENSION UNIT DIA.75 W/ DROP.COM","מאריך קו מזין 55 ממ עם ירידה קומ.","Inactive","Retirement","Buy",24.38,"",0
"PLS","02321135","EXTENSION  UNIT D.75 BODY SET","סט גוף מאריך קו מילוי 75ממ","Inactive","Retirement","Buy","","",0
"PLS","02321256","SILO PLASSON DIA.2,75M 1R 12,09M3 (8,11TON) COM.","SILO PLASSON DIA.2,75M 1R 12,09M3 (8,11TON) COM.","Active","Production","Buy","","",0
"PLS","02321354","FEED MANUAL LOWER STOP VALVE SILO","FEED MANUAL LOWER STOP VALVE SILO","Inactive","Retirement","Buy","","",0
"PLS","02321391","HIGH SPEED GEAR 1:3.9","גיר מהירות גבוהה  1:3.9","Inactive","Retirement","Buy","","",0
"PLS","02322181","INTERMEDIATE SILO 1801 - 2.82 TON/ 4.4M3. COM","סילו ביניים 1801- 2.82 טון/4.4 מ""ק קומ.","Inactive","Retirement","Buy","","",0
"PLS","02322182","IINTERMEDIATE SILO 1802 - 4.35 TON/ 6.8M3. CO","סילו ביניים 1802- 4.35 טון/6.8 מ""ק קומ.","Inactive","Retirement","Buy","","",0
"PLS","02322183","INTERMEDIATE SILO 1803 - 5.89 TON/ 9.2M3. COM","סילו ביניים 1803- 5.89 טון/9.2 מ""ק קומ.","Inactive","Retirement","Buy","","",0
"PLS","02322184","INTERMEDIATE SILO 1804 - 7.42 TON/ 11.6M3. COM","סילו ביניים 1804- 7.42 טון/11.6 מ""ק קומ.","Inactive","Retirement","Buy","","",0
"PLS","02322185","INTERMEDIATE SILO 2301 - 4.86 TON/ 7.6M3. COM.","סילו ביניים 2301- 4.86 טון/7.6 מ""ק קומ.","Inactive","Retirement","Buy","","",0
"PLS","02322186","INTERMEDIATE SILO 2302 - 7.3 TON/ 11.4M3. COM","סילו ביניים 2302- 7.3 טון/11.4 מ""ק קומ.","Inactive","Retirement","Buy","","",0
"PLS","02322187","INTERMEDIATE SILO 1804 - 9.73 TON/ 15.2M3. COM","סילו ביניים 1804- 9.73 טון/15.2 מ""ק קומ.","Inactive","Retirement","Buy","","",0
"PLS","02322220","NOT ACTIVE- PNEUMATIC SILO BFT 1801 - 2.5 TON/ 3.6M3. COM","NOT ACTIVE-- סילו BFT פנאומטי 1801  -2.5 טון/3.6 מ""ק קומ","Inactive","Retirement","Buy","","",0
"PLS","02322221","NOT ACTIVE- PNEUMATIC SILO BFT 1802 - 3.86 TON/ 5.5M3. COM","NOT ACTIVE-- סילו BFT פנאומטי 1802- 3.86 טון/5.5 מ""ק קומ","Inactive","Retirement","Buy","","",0
"PLS","02322222","NOT ACTIVE- PNEUMATIC SILO BFT 1803 - 5.21 TON/ 7.5M3. COM","NOT ACTIVE-- סילו BFT פניאומטי 1803- 5.21 טון/7.5 מ""ק קומ","Inactive","Retirement","Buy","","",0
"PLS","02322223","NOT ACTIVE- PNEUMATIC SILO BFT 2301 - 4.17 TON/ 6M3. COM","NOT ACTIVE-- סילו BFT פניאומטי 2301- 4.17 טון/6 מ""ק קומ","Inactive","Retirement","Buy","","",0
"PLS","02322224","NOT ACTIVE- PNEUMATIC SILO BFT 2302 - 6.02 TON/ 8.6M3. COM","NOT ACTIVE-- סילו  BFT פניאומטי 2302- 6.02 טון/8.6 מ""ק קומ.","Inactive","Retirement","Buy","","",0
"PLS","02322225","NOT ACTIVE- PNEUMATIC SILO BFT 2303 - 7.86 TON/ 11.3M3. COM","NOT ACTIVE-- סילו BFT פניאומטי 2303- 7.86 טון/11.3מ""ק קומ.","Inactive","Retirement","Buy","","",0
"PLS","02322226","NOT ACTIVE- PNEUMATIC SILO BFT 2304 - 9.7 TON/13.9M3. COM","NOT ACTIVE-- סילו BFT פניאומטי 2304- 9.7 טון/13.9 מ""ק קומ","Inactive","Retirement","Make","","SWB",1
"PLS","02322227","NOT ACTIVE- PNEUMATIC SILO BFT 2305 - 11.54 TON/ 16.5M3. COM","NOT ACTIVE-- סילו BFT פניאומטי 2305- 11.54 טון/16.5 מ""ק קומ","Inactive","Retirement","Buy","","",0
"PLS","02322228","NOT ACTIVE- PNEUMATIC SILO BFT 2306 - 13.39 TON/ 19.2M3. COM","NOT ACTIVE-- סילו BFT פניאומטי 2306- 13.39 טון/19.2 מ""ק קומ.","Inactive","Retirement","Make","","SWB",1
"PLS","02322229","NOT ACTIVE- PNEUMATIC FILL KIT BFT -SILO180 COM","NOT ACTIVE-- מערכת מילוי פניאומטית לסילו BFT 180 קומ.","Inactive","Retirement","Buy","","",0
"PLS","02322230","NOT ACTIVE- PNEUMATIC FILL KIT BFT -SILO230 COM","NOT ACTIVE-- מערכת מילוי פניאומטית לסילו BFT 230 קומ.","Inactive","Retirement","Buy","","",0
"PLS","02322231","GALV. FILL PIPE 4"" x 2MM PNEUMATIC SILO 6 METER","סילו פנאומטי-  צינור מילוי ""4 עובי 2 מ""מ מגולוון 6 מטר","Active","Production","Buy","","",0
"PLS","02322232","GALV FILL PIPE RING FOR PNEUMATIC  SILO MS","סילו  פניאומטי -טבעת  מגולוונת לצינור מילוי","Active","Production","Buy","","",0
"PLS","02322233","FILL PIPE CLAMP FOR 4"" PNEUMATIC   SILO SET MS","חבק לצינור מילוי ""4  סילו פנאומטי","Active","Production","Buy",0.22,"MAS",180
"PLS","02322234","NOT ACTIVE- PVC EXHAUST PIPE 160MM-6.2MM FOR SILO BFT 5 METER","NOT ACTIVE-- סילו BFT פנואמטי צינור פליטה 160ממ-6.2ממ PVC חמש מטר","Inactive","Retirement","Buy","","",0
"PLS","02322235","EXHAUST PIPE 160MM CLAMP PNEU. SILO SET MS","חבק לצינור פליטה 160 ממ- סילו  פנאומטי","Active","Production","Buy",0.47,"MAS",160
"PLS","02322236","NOT ACTIVE- SILO BFT LADDER GUARD","NOT ACTIVE-- מגן סולם  לסילו BFT","Inactive","Retirement","Buy","","",0
"PLS","02322237","NOT ACTIVE- MANUAL FEED DISCHARGING FOR BFT SILO","NOT ACTIVE-- פתח ריקון ידני לסילו BFT","Inactive","Retirement","Buy","","",0
"PLS","02322238","NOT ACTIVE- SIDE VIEW PANEL FOR BFT SILO","NOT ACTIVE-- חלון תצפית לדופן המיכל לסילו BFT","Inactive","Retirement","Buy","","",0
