"
PLS_Infrastructure / נתוני תשתיות פריט 3
Organization Code Parameter: 'PLS', Item Number Parameter: '02%'"

"ORG","Item Number","ENG Description","HEB Description","Status Code","Lifecycle Phase","Make / Buy","Unit Weight","Marketing Package","Pack Qty"
"PLS","02353157","NOT ACTIVE- BLACK ARCH 4"" 90?","NOT ACTIVE-- קשת ריתוך ""4  ?90","Inactive","Retirement","Buy","","",0
"PLS","02353158","NOT ACTIVE- BROODING RING FENCE POLYGAL 4 MM- 40 CM HEIGHT (METER)","NOT ACTIVE-- גדר אימון פוליגל 4 מ""מ- 40 ס""מ גובה (מטר","Inactive","Retirement","Buy","","",0
"PLS","02353159","NOT ACTIVE- BROODING RING FENCE METAL STAND","NOT ACTIVE-- מעמד מתכת לגדר אימון","Inactive","Retirement","Buy","","",0
"PLS","02353170","PALRUF IRON PROFILE 0.8MM WHITE OPAQUE 900MM(PER M²)","פלרוף גל-פח לבן אטום עובי 0.8 ממ רוחב 900ממ(לפי מ""ר)","Inactive","Retirement","Buy",1.28,"",0
"PLS","02355001","STEEL PULLEY FOR CORNER W/ BEARING D.62MM (CURTAIN)","גלגלת מתכת פינתית עם מיסב 62 ממ (וילונות)","Inactive","Retirement","Buy","","MAS",100
"PLS","02360001","TERMINAL  CONNECTION 2,5MM² 8WA1011-1BF23 BLUE","8WA1011-1BF23  2.5MM² חיבור מהדק כחול","Inactive","Retirement","Buy","","",0
"PLS","02360002","TERMINAL  CONNECTION 2,5MM² 8WA1011-1DF11 CLEAR","8WA1011-1DF11  2.5MM² חיבור מהדק אפור","Inactive","Retirement","Buy","","",0
"PLS","02360003","TERMINAL  CONNECTION 6,0MM² 8WA1011-1DH11 CLEAR","8WA1011-1DF11 6.0MM² חיבור מהדק אפור","Inactive","Retirement","Buy","","",0
"PLS","02360011","EARTH TERMINAL  CONNECTION 8WA1011-1PF00 GREEN/YELLOW","8WA1011-1PF00 חיבור מהדק רוק/צהוב לאדמה","Inactive","Retirement","Buy","","",0
"PLS","02360012","EARTH TERMINAL  CONNECTION 8WA1011-1PH00 GREEN/YELLOW","8WA1011-1PH00 חיבור מהדק רוק/צהוב לאדמה","Inactive","Retirement","Buy","","",0
"PLS","02360013","EMERGENCY PLATE ACE Z-223/90 YELLOW","ACE Z-223/90 תווית חירום צהובה","Inactive","Retirement","Buy","","",0
"PLS","02360014","EMERGENCY FRONT BUTTON 3SB3000-1CA21 SIEMENS","SIEMENS  3SB3000-1CA21 לחצן חירום ראשי","Inactive","Retirement","Buy","","",0
"PLS","02360015","EMERGENCY BUTTON SUPPORT BOX Y221 - ?22MM HOLE","קופסה לכפתור חירום Y221 -קטר 22 מ""מ","Inactive","Retirement","Buy","","",0
"PLS","02360016","SELECT FRONT  BUTTSELECT FRONT BUTTON 2 POS. W/RETENS. 3SB3000-1KA11BKON 2 POS.","BK 3SB3000-1KA11 W/RETENS. לחצן ראשי שני מצבים","Inactive","Retirement","Buy","","",0
"PLS","02360017","SELECT FRONT BUTTON 3 POS. W/RETENS. 3SB3000-2DA11 BK","BK 3SB3000-2DA11  W/RETENS. לחצן ראשי שלושה מצבים","Inactive","Retirement","Buy","","",0
"PLS","02360018","END TERMINAL CONNECTION 8WA1-808 SIEMENS","SIEMENS 8WA1-808 מהדק קצה","Inactive","Retirement","Buy","","",0
"PLS","02360021","FLEXIBLE ELECTRIC  CABLE INSUL.450/750V 0,75MM² YELLOW","0.75MM² 450/750V כבל חשמל גמיש מבודד צהוב","Inactive","Retirement","Buy","","",0
"PLS","02360022","FLEXIBLE ELECTRIC  CABLE INSUL.450/750V 2,5MM² BLUE","2.5MM² 450/750V כבל חשמל גמיש מבודד כחול","Inactive","Retirement","Buy","","",0
"PLS","02360023","FLEXIBLE  ELECTRIC CABLE INSUL.450/750V 2,5MM² BLACK","2.5MM² 450/750V כבל חשמל גמיש מבודד שחור","Inactive","Retirement","Buy","","",0
"PLS","02360024","FLEXIBLE ELECTRIC CABLE INSUL.450/750V 6,0MM² BLACK","6.0MM² 450/750V כבל חשמל גמיש מבודד שחור","Inactive","Retirement","Buy","","",0
"PLS","02360031","PLASTIC TROUGH HELADUCT HD-4P 50 X 50MM","תעלת הולכה פלסטית HELADUCT HD-4P 50 X 50MM","Inactive","Retirement","Buy","","",0
"PLS","02360032","ELECTRIC CONNECTION TROUGH TS-35 x 7,5MM","35 x 7.5MM TS מגשר לתעלת צנרת חשמל","Inactive","Retirement","Buy","","",0
"PLS","02360034","COLD BULB LAMP 25W X 220V","נורה 25ואט  220 וולט","Inactive","Retirement","Buy","","",0
"PLS","02360041","CONTACT ELEMENT NO 3SB3400-OB SIEMENS","SIEMENS NO 3SB3400-OB מחבר מגע","Inactive","Retirement","Buy","","",0
"PLS","02360042","CONTACT ELEMENT NC 3SB3400-OC SIEMENS","SIEMENS NC 3SB3400-OC מחבר מגע","Inactive","Retirement","Buy","","",0
"PLS","02360043","CONTACTOR 3RT1015 1AN11 220VAC 60Hz SIEMENS","SIEMENS 60Hz 220VAC 3RT1015 1AN11 מגען","Inactive","Retirement","Buy","","",0
"PLS","02360044","CONTACTOR 3RT1023 1AN10 220VCA 60Hz SIEMENS","SIEMENS  60Hz 220VCA 3RT1023 1AN10 מגען","Inactive","Retirement","Buy","","",0
"PLS","02360047","CIRCUIT BRAKER 3RV10-11-1,4 TO 2,0A - SIEMENS","SIEMENS  3RV10-11-1.4 TO 2.0A  מפסק פחת","Inactive","Retirement","Buy","","",0
"PLS","02360048","CIRCUIT BRAKER 3RV10-11-1,1 TO 1,6A -SIEMENS","SIEMENS  3RV10-11-1.1 TO 1.6A מפסק פחת","Inactive","Retirement","Buy","","",0
"PLS","02360049","CIRCUIT BRAKER 3RV10-11-1,8 TO 2,5A -SIEMENS","SIEMENS  3RV10-11-1.8 TO 2.5A מפסק פחת","Inactive","Retirement","Buy","","",0
"PLS","02360050","CIRCUIT BRAKER 3RV10-11-2,2 TO 3,2A -SIEMENS","SIEMENS  3RV10-11-2.2 TO 3.2A מפסק פחת","Inactive","Retirement","Buy","","",0
"PLS","02360051","CIRCUIT BRAKER 3RV10-11-4,5 TO 6,3A - SIEMENS","SIEMENS 3RV10-11-4.5 TO 6.3A מפסק פחת","Inactive","Retirement","Buy","","",0
"PLS","02360052","CIRCUIT  BRAKER  3RV10-11-2,8 TO 4,00A -SIEMENS","SIEMENS 3RV10-11-2.8 TO 4.00A מפסק פחת","Inactive","Retirement","Buy","","",0
"PLS","02360053","SHORT CIRC. PROTECT DEVICE 5SM1344-0 40A 30MA SIEMENS","SIEMENS 30MA 40A 5SM1344-0 מפסק הגנת ברקים","Inactive","Retirement","Buy","","",0
"PLS","02360054","CONNECTION ELEMENT 3RA1911-1AA00 SIEMENS","SIEMENS 3RA1911-1AA00 מחבר","Inactive","Retirement","Buy","","",0
"PLS","02360055","NO PHASE RELAY 3UG05 121AQ00 380V SIEMENS","SIEMENS 380V 3UG05 121AQ00  ממסר חוסר פאזה","Inactive","Retirement","Buy","","",0
"PLS","02360057","MOULDED BOC CIRCUIT BREAKER DWA160B-50-3/16KA-380V (WEG-10186567)","MOULDED BOC CIRCUIT BREAKER DWA160B-50-3/16KA-380V (WEG-10186567)","Inactive","Retirement","Buy","","",0
"PLS","02360058","NOT ACTIVE-CIRCUIT BRAKER SINGLEPH MBW 16","NOT ACTIVE-16 SINGLEPH MBW  מפסק","Inactive","Retirement","Buy","","",0
"PLS","02360060","MALE PLUG 2P+T 32A 380/440V STECK N4276","STECK N4276  32A 380/440V 2P+T תקע","Inactive","Retirement","Buy","","",0
"PLS","02360061","MALE  PLUG  3P+T 16A 380/440 V STECK 4076","STECK 4076 16A 380/440 V  3P+T תקע תלת פאזי","Inactive","Retirement","Buy","","",0
"PLS","02360062","METAL BOX CEMAR-PRO 6040-20","6040-20 CEMAR-PRO קופסת מתכת","Inactive","Retirement","Buy","","",0
"PLS","02360063","PIPE DOUBLE PIN TERMINAL 6,0MM² (10AWG)","(10AWG) 6.0MM² צינור עם פין כפול למהדקים","Inactive","Retirement","Buy","","",0
"PLS","02360064","PIPE PIN TERMINAL 1,5MM² (16AWG)","(16AWG) 1.5MM²  צינור עם פין למהדקים","Inactive","Retirement","Buy","","",0
"PLS","02360065","PIPE PIN TERMINAL 2,5MM² (14AWG)","(14AWG) 2.5MM² צינור עם פין למהדקים","Inactive","Retirement","Buy","","",0
"PLS","02360066","PIPE PIN TERMINAL 6,0MM² (10AWG)","(10AWG) 6.0MM² צינור עם פין למהדקים","Inactive","Retirement","Buy","","",0
"PLS","02360067","SURFACE FEMALE PLUG CONNEC. 16A 380/440V STECK 4006","STECK 4006 380/440V 16A שקע עם בית","Inactive","Retirement","Buy","","",0
"PLS","02360068","METAL BOX 3CIRC. BRAKER 270 X 320MM","270 X 320 קופסת מתכת לשלושה מפסקים","Inactive","Retirement","Buy","","",0
"PLS","02360069","CONNECTION BOX METAL 300 X 300 X 120MM","300×300×120 קופסת חיבורים מתכת","Inactive","Retirement","Buy","","",0
"PLS","02360070","SURFACE FEMALE PLUG CONNEC. 32A 380/440V STECK N4206","STECK N4206  380/440V 32A שקע עם בית","Inactive","Retirement","Buy","","",0
"PLS","02360071","45? PVC ELBOW  50MM CEMENT","PVC 50MM 45?  מחבר הדבקה זווית.","Inactive","Retirement","Buy","","",0
"PLS","02360072","FLEXIBLE  ELECTRIC DUCT 3/4""","3/4"" תעלת הולכה גמישה","Inactive","Retirement","Buy","","",0
"PLS","02360074","SCREW BAR 1/4""","פלטת חיבור הברגה ""1/4","Inactive","Retirement","Buy","","",0
"PLS","02360081","HOT BULB LIGHT 100W-E27","100W-E27 נורת ליבון","Inactive","Retirement","Buy",0.082,"MAS",100
"PLS","02360082","BULB SOCKET MODEL E27","E27 בית מנורה  דגם","Inactive","Retirement","Buy",0.034,"MAS",300
"PLS","02360090","HIGH  POWER BUZZER 110DB 12VCC","צופר רב עצמה 110dB-12Vcc","Inactive","Retirement","Buy","","",0
"PLS","02360101","ELECTRIC CABLE 2X0,5MM FLEXIBLE","2X0.5MM  כבל חשמל גמיש","Inactive","Retirement","Buy","","",0
"PLS","02360102","INSULATED TAPE  20 MT","סרט מבודד 20 מטר","Inactive","Retirement","Buy","","",0
"PLS","02360103","FLEXIBLE CABLE 4MM","4MM  כבל גמיש","Inactive","Retirement","Buy","","",0
"PLS","02360340","AUXILIAR CONTACT ELECTRIC CONTACTOR BFCA-02","AUXILIAR CONTACT ELECTRIC CONTACTOR BFCA-02","Inactive","Retirement","Buy","","",0
"PLS","02360341","AUXILIAR CONTACT CIRCUIT BREAKER ACBF-11 (WEG-035500990)","(WEG-035500990) ACBF-11  מפסק פחת נוסף","Inactive","Retirement","Buy","","",0
"PLS","02360345","FLEXIBLE ELECTRIC CABLE INSUL.450/750V 0,75MM² BLACK","FLEXIBLE ELECTRIC CABLE INSUL.450/750V 0,75MM² BLACK","Inactive","Retirement","Buy","","",0
"PLS","02360346","FLEXIBLE ELECTRIC CABLE INSUL.450/750V 4,00MM² BLACK","FLEXIBLE ELECTRIC CABLE INSUL.450/750V 4,00MM² BLACK","Inactive","Retirement","Buy","","",0
"PLS","02360347","FLEXIBLE ELECTRIC CABLE INSUL.450/750V 16,00MM² BLACK","FLEXIBLE ELECTRIC CABLE INSUL.450/750V 16,00MM² BLACK","Inactive","Retirement","Buy","","",0
"PLS","02360348","FLEXIBLE ELECTRIC CABLE INSUL.450/750V 25,00MM² BLACK","FLEXIBLE ELECTRIC CABLE INSUL.450/750V 25,00MM² BLACK","Inactive","Retirement","Buy","","",0
"PLS","02360349","FLEXIBLE ELECTRIC CABLE INSUL.450/750V 35,00MM² BLACK","FLEXIBLE ELECTRIC CABLE INSUL.450/750V 35,00MM² BLACK","Inactive","Retirement","Buy","","",0
"PLS","02360350","FLEXIBLE ELECTRIC CABLE INSUL.450/750V 0,75MM2 RED","FLEXIBLE ELECTRIC CABLE INSUL.450/750V 0,75MM2 RED","Inactive","Retirement","Buy","","",0
"PLS","02360351","FLEXIBLE ELECTRIC CABLE INSUL.450/750V 4,00MM² RED","FLEXIBLE ELECTRIC CABLE INSUL.450/750V 4,00MM² RED","Inactive","Retirement","Buy","","",0
"PLS","02360352","FLEXIBLE ELECTRIC CABLE INSUL.450/750V 6,00MM² RED","FLEXIBLE ELECTRIC CABLE INSUL.450/750V 6,00MM² RED","Inactive","Retirement","Buy","","",0
"PLS","02360353","FLEXIBLE ELECTRIC CABLE INSUL.450/750V 10,00MM² RED","FLEXIBLE ELECTRIC CABLE INSUL.450/750V 10,00MM² RED","Inactive","Retirement","Buy","","",0
"PLS","02360354","FLEXIBLE ELECTRIC CABLE INSUL.450/750V 16,00MM² RED","FLEXIBLE ELECTRIC CABLE INSUL.450/750V 16,00MM² RED","Inactive","Retirement","Buy","","",0
"PLS","02360355","FLEXIBLE ELECTRIC CABLE INSUL.450/750V 23,00MM² RED","FLEXIBLE ELECTRIC CABLE INSUL.450/750V 23,00MM² RED","Inactive","Retirement","Buy","","",0
"PLS","02360356","FLEXIBLE ELECTRIC CABLE INSUL.450/750V 35,00MM² RED","FLEXIBLE ELECTRIC CABLE INSUL.450/750V 35,00MM² RED","Inactive","Retirement","Buy","","",0
"PLS","02360357","FLEXIBLE ELECTRIC CABLE INSUL.450/750V 0,75MM²  WHITE","FLEXIBLE ELECTRIC CABLE INSUL.450/750V 0,75MM²  WHITE","Inactive","Retirement","Buy","","",0
"PLS","02360358","FLEXIBLE ELECTRIC CABLE INSUL.450/750V 1,50MM²  WHITE","FLEXIBLE ELECTRIC CABLE INSUL.450/750V 1,50MM²  WHITE","Inactive","Retirement","Buy","","",0
"PLS","02360359","FLEXIBLE ELECTRIC CABLE INSUL.450/750V 4,00MM²  WHITE","FLEXIBLE ELECTRIC CABLE INSUL.450/750V 4,00MM²  WHITE","Inactive","Retirement","Buy","","",0
"PLS","02360442","PIPE SINGLE PIN TERMINAL 1,0MM2","PIPE SINGLE PIN TERMINAL 1,0MM2","Active","Production","Buy","","",0
"PLS","02360443","FLEXIBLE ELECTRIC CABLE INSUL.450/750V 1,0MM2 GREEN","FLEXIBLE ELECTRIC CABLE INSUL.450/750V 1,0MM2 GREEN","Active","Production","Buy","","",0
"PLS","02370477","CURVE 45 DEGREES (FARMTEC 433808)","פינה 45 מעלות למסוע ביצים 400 ממ (פארמטק 433808)","Active","Production","Buy","","",0
"PLS","02370585","ROD BELT EGG CONVEYOR, WIDTH 400MM SECTION 3M SET(FARMTEC 433518)","יחידת מסוע מוטות לביצים רוחב 400 ממ - מקטע 3 מטר קומפלט (פארמטק 433518)","Active","Production","Buy","","",0
"PLS","02370588","IDLER AND TENSION UNIT (FARMTEC 433578)","יחידת ויסות מתח שרשרת למסוע ביצים 400 ממ (פארמטק 433578)","Active","Production","Buy","","",0
"PLS","02370589","DRIVE UNIT WITH BELT TENSION STABILIZER. MOTOR 0.75KW (FARMTEC 433658)","יחידת הנעה 0.75 קילוואט כולל מנוע ומייצב מותחן המסוע (פארמטק 433658)","Active","Production","Buy","","",0
"PLS","02370596","SLOPE ASSEMBLY FOR INCLINATION OR DECLINATION (FARMTEC 434088)","מכלול התאמת גובה (שיפוע) למסוע ביצים 400 ממ (פארמטק 434088)","Active","Production","Buy","","",0
"PLS","02370597","CURVE 90 DEGREES (FARMTEC 433818)","פינה 90 מעלות למסוע ביצים 400 ממ (פארמטק 433818)","Active","Production","Buy","","",0
"PLS","02370601","TOP COVER FOR CURVE 90 DEGREES (FARMTEC 434308)","כיסוי עליון לפינה 90 מעלות למסוע ביצים 400 ממ (פארמטק 434308)","Active","Production","Buy","","",0
"PLS","02370602","TOP COVER FOR 3M SECTION ,LENGTH 1465MM. (FARMTEC 434288)","כיסוי עליון למקטע 3 מטר מסוע ביצים 400 ממ (פארמטק 434228)","Active","Production","Buy","","",0
"PLS","02370606","EGG TRANSFER GUIDER FROM EGG BELT OR CONVEYOR BELT (FARMTEC 434768)","מוליך המעברת ביצים בין מסועים (פארמטק 434768)","Active","Production","Buy","","",0
"PLS","02370617","LEG ASSEMBLY, HEIGHT 1050MM. (FARMTEC 433548)","מכלול רגל גובה 1050 ממ למסוע ביצים 400 ממ (פארמטק 433548)","Active","Production","Buy","","",0
"PLS","02370644","BREEDER NEST MODULE COM (NESTOMATIC 934 NOA-01-01-00)","תא נסטומטיק NOA-01-01-00) 934) קומ.","Active","Production","Buy","","MAS",0
"PLS","02370645","PASSAGE MODULE UP TO 3M COM (NESTOMATIC)","מעבר בין תאים עד 3 מטר קומ. (נסטומטיק)","Active","Production","Buy","","MAS",0
"PLS","02370646","PASSAGE MODULE ABOVE 3M COM (NESTOMATIC)","מעבר בין תאים מעל 3 מטר קומ. (נסטומטיק)","Active","Production","Buy","","MAS",0
"PLS","02370647","COLLECTING TABLE 1 HP 380V COM (NESTOMATIC 720 NOA-07-03-00)","שולחן איסוף ביצים קדמי (נסטומטיק 720 NOA-07-03-00)","Active","Production","Buy","","MAS",0
"PLS","02370648","END TABLE UNIT COM (NESTOMATIC 684 NOA-07-05-00)","יחידת שירות אחורית לאוסף (נסטומטיק 684 NOA-07-05-00)","Active","Production","Buy","","MAS",0
"PLS","02370649","ELECTRIC CONTROL PANEL FOR 1 ROW (NESTOMATIC 1700)","לוח בקרה לשורת תאים קומ (נסטומטיק 1700)","Active","Production","Buy","","MAS",0
"PLS","02370650","LIFTING SYSTEM UP TO 50 M W/2 ROWS COM (NESTOMATIC)","מערכת הרמה ללול עד 50 מטר 2 שורות כולל צינורות קומ.","Active","Production","Buy","","MAS",0
"PLS","02370651","LIFTING SYSTEM UP TO 140 M W/2 ROWS COM (NESTOMATIC)","מערכת הרמה ללול עד 140 מטר 2 שורות כולל צינורות קומ.","Active","Production","Buy","","MAS",0
"PLS","02370652","CURVE 15 DEGREES (FARMTEC 433798)","פינה 15 מעלות למסוע ביצים 400 ממ (פארמטק 433798)","Active","Production","Buy","","",0
"PLS","02370653","TOP COVER FOR CURVE 15 DEGREES (FARMTEC 434428)","כיסוי עליון לפינה 15 מעלות למסוע ביצים 400 ממ (פארמטק 434428)","Active","Production","Buy","","",0
"PLS","02370654","TOP COVER FOR CURVE 45 DEGREES (FARMTEC 434438)","כיסוי עליון לפינה 45 מעלות למסוע ביצים 400 ממ (פארמטק 434438)","Active","Production","Buy","","",0
"PLS","02370655","TOP COVER FOR SLOPE ASSEMBLY (FARMTEC 434328)","כיסוי עליון למכלול התאמת גובה למסוע ביצים 400 ממ (פארמטק 434328)","Active","Production","Buy","","",0
"PLS","02370656","TOP COVER FOR STABILIZATION SET (FARMTEC 434718)","כיסוי עליון למייצב למסוע ביצים 400 ממ (פארמטק 434718)","Active","Production","Buy","","",0
"PLS","02370657","ANCORING BRACKET ASSEMBLY (FARMTEC 435431)","מכלול תושבת עיגון למסוע ביצים 400 ממ (פארמטק 435431)","Active","Production","Buy","","",0
"PLS","02370658","STABILIZATION SET FOR S-CURVE","סט מייצב לפינה כפולה ""S"" מסוע ביצים 400 ממ (פארמטק 433598)","Active","Production","Buy","","",0
"PLS","02381000","NOT ACTIVE- COUNTER SPRING FOR INLETS SYSTEM KIT","NOT ACTIVE-- ערכת קפיץ נגדי למערכת פתחי אוויר","Inactive","Retirement","Buy","","",0
"PLS","02381001","COUNTER  SPRING FOR INLETS SYSTEM 3X30X400","קפיץ נגדי למערכת פתחי אוויר3X30X400","Active","Production","Buy",0.638,"MAS",72
"PLS","02381002","NOT ACTIVE- ANCHOR SHACKLE 6MM","NOT ACTIVE-- שאקל 6  ממ","Inactive","Retirement","Buy","","",0
"PLS","02381003","NOT ACTIVE- WALL CONNECTION PLATE","NOT ACTIVE-- פלטת פח  חיבור לקיר","Inactive","Retirement","Buy","","",0
"PLS","02381004","COUNTER  SPRING FOR INLETS SYSTEM 3X30X700","קפיץ  נגדי למערכת  פתחי אוויר 3X30X700","Active","Production","Buy",1.098,"MAS",64
"PLS","02381010","NOT ACTIVE- AIR INLETFG 3000","NOT ACTIVE-- פתח אויר 3000 -VFGקומ","Inactive","Retirement","Buy","","",0
"PLS","02381011","NOT ACTIVE- AIR INLET VFG 3000 W/O KIT","NOT ACTIVE-- פתח אויר 3000 VFG ללא","Inactive","Retirement","Buy","","",0
"PLS","02381012","NOT ACTIVE- WIRE MESH FORFG-3000","NOT ACTIVE-- רשת לפתח אויר 3000 VFG","Inactive","Retirement","Buy","","",0
"PLS","02381013","NOT ACTIVE- INSTALLATION KIT FOR VFG 3000","NOT ACTIVE-- ערכת פתיחה ל- 3000 VFG","Inactive","Retirement","Buy","","",0
"PLS","02381017","SELF  DRILLING SCREW 1/4""X25MM  ","בורג קודח   25ממ X ¼","Active","Production","Buy","","",0
"PLS","02381020","WALL AIR INLET  800/495-100 K1-KK COM.","פתח אויר 800/495-100 K1-KK קומ.","Active","Production","Buy","","",0
"PLS","02381022","WALL AIR INLET 800/495-100-KK-1K","פתח אויר KK-1K-800/495-100","Active","Production","Buy","","2DC",1
"PLS","02381023","NOT ACTIVE- AIR INLET 21/112 SET","NOT ACTIVE-- ערכה לפתח אוויר 21/112","Inactive","Retirement","Make","","",0
"PLS","02381024","NET COVER FOR DUMPER 21X112","רשת הגנה לדמפר 112*21","Active","Production","Buy",0.6,"PCR",50
"PLS","02381025","WALL AIR INLET 800/495 INSTALLATION KIT","ערכת חיבור לפתח אויר 800/495.","Active","Production","Buy","","2DC",1
"PLS","02381026","WALL AIR INLET 21/112 GALV. COM.","פתח אוויר מגולוון 21/112 קומ","Active","Production","Buy",1.3,"CAR",5
"PLS","02381027","PLASTIC BUSHING N6","דיבל פלסטי 6 ממ","Inactive","Retirement","Buy","","",0
"PLS","02381028","NOT ACTIVE- EYE SCREW 5M - 15 WITH PULLEY","NOT ACTIVE-- בורג עין 5 ממ - 15 עם גלגלת","Inactive","Retirement","Buy","","",0
"PLS","02381029","WINGNUT AZUMA 3/16""","פרפר אזומה 3/16""","Active","Production","Buy",0.008,"MAS",500
